Word: ' Inspired' | Start: 0.00s | End: 2.16s
Word: ' messages' | Start: 1116.04s | End: 1116.42s
Word: ' below,' | Start: 1116.42s | End: 1116.96s
Word: ' Dan,' | Start: 1116.96s | End: 1117.26s
Word: ' on' | Start: 1117.26s | End: 1117.70s
Word: ' the' | Start: 1117.70s | End: 1117.80s
Word: ' floatplane' | Start: 1117.80s | End: 1118.16s
Word: ' one.' | Start: 1118.16s | End: 1118.46s
Word: ' Otherwise,' | Start: 1118.58s | End: 1118.86s
Word: ' I' | Start: 1118.86s | End: 1118.94s
Word: ' won't' | Start: 1118.94s | End: 1119.04s
Word: ' be' | Start: 1119.04s | End: 1119.14s
Word: ' able' | Start: 1119.14s | End: 1119.22s
Word: ' to' | Start: 1119.22s | End: 1119.32s
Word: ' see' | Start: 1119.32s | End: 1119.48s
Word: ' it.' | Start: 1119.48s | End: 1119.76s
Word: ' Oh,' | Start: 1120.90s | End: 1121.22s
Word: ' he's' | Start: 1121.22s | End: 1121.52s
Word: ' on' | Start: 1121.52s | End: 1121.98s
Word: ' the' | Start: 1121.98s | End: 1122.10s
Word: ' other' | Start: 1122.10s | End: 1122.24s
Word: ' side' | Start: 1122.24s | End: 1122.44s
Word: ' of' | Start: 1122.44s | End: 1122.58s
Word: ' the' | Start: 1122.58s | End: 1122.66s
Word: ' room' | Start: 1122.66s | End: 1122.86s
Word: ' trying' | Start: 1122.86s | End: 1123.12s
Word: ' to' | Start: 1123.12s | End: 1123.34s
Word: ' operate.' | Start: 1123.34s | End: 1123.98s
Word: ' Yeah,' | Start: 1123.98s | End: 1124.22s
Word: ' yeah.' | Start: 1124.22s | End: 1124.44s
Word: ' You' | Start: 1124.44s | End: 1124.46s
Word: ' go' | Start: 1124.46s | End: 1124.64s
Word: ' down.' | Start: 1124.64s | End: 1125.30s
Word: ' Oh,' | Start: 1125.30s | End: 1125.76s
Word: ' down,' | Start: 1125.76s | End: 1126.52s
Word: ' down,' | Start: 1126.52s | End: 1127.90s
Word: ' down.' | Start: 1127.90s | End: 1128.38s
Word: ' Now' | Start: 1129.00s | End: 1129.14s
Word: ' you're' | Start: 1129.14s | End: 1129.30s
Word: ' going' | Start: 1129.30s | End: 1129.42s
Word: ' up.' | Start: 1129.42s | End: 1129.78s
Word: ' Down,' | Start: 1129.78s | End: 1130.24s
Word: ' up,' | Start: 1130.24s | End: 1130.74s
Word: ' there.' | Start: 1130.74s | End: 1131.22s
Word: ' Yes.' | Start: 1131.38s | End: 1132.10s
Word: ' There' | Start: 1134.00s | End: 1134.24s
Word: ' we' | Start: 1134.24s | End: 1134.38s
Word: ' go.' | Start: 1134.38s | End: 1134.78s
Word: ' All' | Start: 1134.94s | End: 1135.10s
Word: ' right.' | Start: 1135.10s | End: 1135.46s
Word: ' Oh.' | Start: 1135.70s | End: 1135.98s
Word: ' Oh,' | Start: 1136.36s | End: 1136.50s
Word: ' crap.' | Start: 1136.50s | End: 1136.86s
Word: ' We' | Start: 1137.84s | End: 1138.00s
Word: ' got' | Start: 1138.00s | End: 1138.16s
Word: ' the' | Start: 1138.16s | End: 1138.30s
Word: ' wrong' | Start: 1138.30s | End: 1138.48s
Word: ' thing.' | Start: 1138.48s | End: 1139.02s
Word: ' I...' | Start: 1141.16s | End: 1141.54s
Word: ' That's' | Start: 1141.92s | End: 1142.28s
Word: ' a' | Start: 1142.28s | End: 1142.38s
Word: ' zero' | Start: 1142.38s | End: 1142.70s
Word: ' to' | Start: 1142.70s | End: 1142.96s
Word: ' nine' | Start: 1142.96s | End: 1143.30s
Word: ' die.' | Start: 1143.30s | End: 1144.04s
Word: ' Oh,' | Start: 1144.64s | End: 1144.84s
Word: ' wait,' | Start: 1144.84s | End: 1144.96s
Word: ' no,' | Start: 1144.96s | End: 1145.10s
Word: ' but' | Start: 1145.10s | End: 1145.22s
Word: ' zero' | Start: 1145.22s | End: 1145.50s
Word: ' would' | Start: 1145.50s | End: 1145.68s
Word: ' be' | Start: 1145.68s | End: 1145.80s
Word: ' ten,' | Start: 1145.80s | End: 1146.30s
Word: ' right?' | Start: 1146.30s | End: 1146.98s
Word: ' Yeah.' | Start: 1147.62s | End: 1147.90s
Word: ' No,' | Start: 1148.26s | End: 1148.42s
Word: ' no,' | Start: 1148.42s | End: 1149.04s
Word: ' no,' | Start: 1149.04s | End: 1149.78s
Word: ' guys.' | Start: 1149.78s | End: 1150.14s
Word: ' A' | Start: 1150.18s | End: 1150.26s
Word: ' four' | Start: 1150.26s | End: 1150.44s
Word: ' is' | Start: 1150.44s | End: 1150.56s
Word: ' a' | Start: 1150.56s | End: 1150.66s
Word: ' four.' | Start: 1150.66s | End: 1151.16s
Word: ' No,' | Start: 1151.24s | End: 1151.66s
Word: ' no,' | Start: 1151.66s | End: 1151.88s
Word: ' no,' | Start: 1151.88s | End: 1152.08s
Word: ' no,' | Start: 1152.08s | End: 1152.28s
Word: ' no.' | Start: 1152.28s | End: 1152.74s
Word: ' Yeah,' | Start: 1153.32s | End: 1153.60s
Word: ' no,' | Start: 1153.60s | End: 1153.82s
Word: ' no,' | Start: 1153.82s | End: 1153.98s
Word: ' no.' | Start: 1153.98s | End: 1154.20s
Word: ' Okay.' | Start: 1154.42s | End: 1154.80s
Word: ' Guy's' | Start: 1156.36s | End: 1156.68s
Word: ' messing' | Start: 1156.68s | End: 1157.18s
Word: ' with' | Start: 1157.18s | End: 1157.46s
Word: ' me.' | Start: 1157.46s | End: 1158.06s
Word: ' Zero' | Start: 1158.96s | End: 1159.26s
Word: ' is' | Start: 1159.26s | End: 1159.52s
Word: ' ten,' | Start: 1159.52s | End: 1160.00s
Word: ' you' | Start: 1160.00s | End: 1160.08s
Word: ' guys.' | Start: 1160.08s | End: 1160.62s
Word: ' All' | Start: 1160.72s | End: 1160.88s
Word: ' right.' | Start: 1160.88s | End: 1161.28s
Word: ' Man,' | Start: 1161.72s | End: 1161.94s
Word: ' it's' | Start: 1161.94s | End: 1162.12s
Word: ' been' | Start: 1162.12s | End: 1162.20s
Word: ' a' | Start: 1162.20s | End: 1162.34s
Word: ' little' | Start: 1162.34s | End: 1162.46s
Word: ' while' | Start: 1162.46s | End: 1162.72s
Word: ' since' | Start: 1162.80s | End: 1163.06s
Word: ' I've' | Start: 1163.06s | End: 1163.32s
Word: ' installed' | Start: 1163.32s | End: 1163.72s
Word: ' an' | Start: 1163.72s | End: 1164.04s
Word: ' LGA' | Start: 1164.04s | End: 1164.58s
Word: ' 2066' | Start: 1164.58s | End: 1165.94s
Word: ' socket' | Start: 1165.94s | End: 1166.70s
Word: ' CPU.' | Start: 1166.70s | End: 1167.64s
Word: ' Lift' | Start: 1168.32s | End: 1168.66s
Word: ' up' | Start: 1168.66s | End: 1168.82s
Word: ' the' | Start: 1168.82s | End: 1168.96s
Word: ' one' | Start: 1168.96s | End: 1169.18s
Word: ' arm,' | Start: 1169.18s | End: 1169.66s
Word: ' lift' | Start: 1169.66s | End: 1169.92s
Word: ' up' | Start: 1169.92s | End: 1170.02s
Word: ' the' | Start: 1170.02s | End: 1170.12s
Word: ' other' | Start: 1170.12s | End: 1170.24s
Word: ' arm.' | Start: 1170.24s | End: 1170.48s
Word: ' You're' | Start: 1170.48s | End: 1170.56s
Word: ' going' | Start: 1170.56s | End: 1170.62s
Word: ' to' | Start: 1170.62s | End: 1170.68s
Word: ' be' | Start: 1170.68s | End: 1170.78s
Word: ' on' | Start: 1170.78s | End: 1170.94s
Word: ' this,' | Start: 1170.94s | End: 1171.26s
Word: ' Andrew.' | Start: 1171.26s | End: 1171.66s
Word: ' All' | Start: 1172.60s | End: 1172.74s
Word: ' right,' | Start: 1172.74s | End: 1172.96s
Word: ' Andrew's' | Start: 1172.96s | End: 1173.26s
Word: ' my' | Start: 1173.26s | End: 1173.38s
Word: ' close' | Start: 1173.38s | End: 1173.62s
Word: '-up' | Start: 1173.62s | End: 1173.80s
Word: ' cam.' | Start: 1173.80s | End: 1174.18s
Word: ' And' | Start: 1174.30s | End: 1174.36s
Word: ' you' | Start: 1174.36s | End: 1174.44s
Word: ' know' | Start: 1174.44s | End: 1174.52s
Word: ' what?' | Start: 1174.52s | End: 1174.64s
Word: ' We' | Start: 1174.78s | End: 1174.82s
Word: ' should' | Start: 1174.82s | End: 1174.98s
Word: ' actually' | Start: 1174.98s | End: 1175.34s
Word: ' change' | Start: 1175.34s | End: 1175.74s
Word: ' sides.' | Start: 1175.74s | End: 1176.20s
Word: ' And' | Start: 1176.58s | End: 1176.80s
Word: ' Andy,' | Start: 1176.80s | End: 1177.14s
Word: ' do' | Start: 1177.14s | End: 1177.22s
Word: ' you' | Start: 1177.22s | End: 1177.28s
Word: ' want' | Start: 1177.28s | End: 1177.44s
Word: ' to' | Start: 1177.44s | End: 1177.60s
Word: ' grab' | Start: 1177.60s | End: 1178.52s
Word: ' me?' | Start: 1178.52s | End: 1178.92s
Word: ' Switch' | Start: 1179.22s | End: 1180.10s
Word: ' to' | Start: 1180.10s | End: 1180.26s
Word: ' Andy.' | Start: 1180.26s | End: 1180.70s
Word: ' Yeah,' | Start: 1180.70s | End: 1181.00s
Word: ' whenever' | Start: 1181.00s | End: 1181.14s
Word: ' we' | Start: 1181.14s | End: 1181.34s
Word: ' get' | Start: 1181.34s | End: 1181.48s
Word: ' into' | Start: 1181.48s | End: 1181.68s
Word: ' motion' | Start: 1181.68s | End: 1182.02s
Word: ' sickness' | Start: 1182.02s | End: 1182.38s
Word: ' territory,' | Start: 1182.38s | End: 1182.82s
Word: ' we' | Start: 1183.06s | End: 1183.10s
Word: ' should' | Start: 1183.10s | End: 1183.26s
Word: ' definitely...' | Start: 1183.26s | End: 1184.06s
Word: ' What' | Start: 1184.40s | End: 1185.08s
Word: ' was' | Start: 1185.08s | End: 1185.26s
Word: ' the' | Start: 1185.26s | End: 1185.38s
Word: ' plan' | Start: 1185.38s | End: 1185.70s
Word: ' for' | Start: 1185.70s | End: 1185.92s
Word: ' where' | Start: 1185.92s | End: 1186.08s
Word: ' I'm' | Start: 1186.08s | End: 1186.26s
Word: ' going' | Start: 1186.26s | End: 1186.34s
Word: ' to' | Start: 1186.34s | End: 1186.44s
Word: ' stand' | Start: 1186.44s | End: 1186.74s
Word: ' for' | Start: 1186.74s | End: 1186.98s
Word: ' this?' | Start: 1186.98s | End: 1187.30s
Word: ' Are' | Start: 1187.30s | End: 1187.40s
Word: ' we' | Start: 1187.40s | End: 1187.50s
Word: ' just...' | Start: 1187.50s | End: 1187.88s
Word: ' Yeah,' | Start: 1188.10s | End: 1188.34s
Word: ' sure,' | Start: 1188.34s | End: 1188.64s
Word: ' let's' | Start: 1188.64s | End: 1188.80s
Word: ' do' | Start: 1188.80s | End: 1188.92s
Word: ' that.' | Start: 1188.92s | End: 1189.22s
Word: ' Okay,' | Start: 1189.34s | End: 1189.74s
Word: ' head' | Start: 1189.74s | End: 1189.92s
Word: ' to' | Start: 1189.92s | End: 1190.12s
Word: ' my' | Start: 1190.12s | End: 1190.60s
Word: ' close' | Start: 1190.60s | End: 1190.82s
Word: '-up' | Start: 1190.82s | End: 1190.96s
Word: ' then.' | Start: 1190.96s | End: 1191.26s
Word: ' Okay.' | Start: 1191.66s | End: 1192.48s
Word: ' Sorry' | Start: 1222.14s | End: 1222.14s
Word: ' guys,' | Start: 1222.14s | End: 1222.14s
Word: ' I've' | Start: 1222.14s | End: 1222.14s
Word: ' never' | Start: 1222.14s | End: 1222.14s
Word: ' done' | Start: 1222.14s | End: 1222.14s
Word: ' this' | Start: 1222.14s | End: 1222.14s
Word: ' before.' | Start: 1222.14s | End: 1222.14s
Word: ' We're' | Start: 1222.14s | End: 1222.14s
Word: ' new' | Start: 1222.14s | End: 1222.14s
Word: ' to' | Start: 1222.14s | End: 1222.14s
Word: ' live' | Start: 1222.14s | End: 1222.14s
Word: ' streaming.' | Start: 1222.14s | End: 1222.14s
Word: ' We're' | Start: 1222.14s | End: 1222.14s
Word: ' new' | Start: 1222.14s | End: 1222.14s
Word: ' to' | Start: 1222.14s | End: 1222.14s
Word: ' YouTube.' | Start: 1222.14s | End: 1222.14s
Word: ' Alright,' | Start: 1222.14s | End: 1222.14s
Word: ' let's' | Start: 1222.14s | End: 1222.14s
Word: ' go' | Start: 1222.14s | End: 1222.14s
Word: ' ahead' | Start: 1222.14s | End: 1222.14s
Word: ' and' | Start: 1222.14s | End: 1222.14s
Word: ' pop' | Start: 1222.14s | End: 1222.14s
Word: ' this.' | Start: 1222.14s | End: 1222.14s
Word: ' boy' | Start: 1200.00s | End: 1200.36s
Word: ' in' | Start: 1200.36s | End: 1200.64s
Word: ' here' | Start: 1200.64s | End: 1200.94s
Word: ' there' | Start: 1200.94s | End: 1202.16s
Word: ' we' | Start: 1202.16s | End: 1202.34s
Word: ' go' | Start: 1202.34s | End: 1202.58s
Word: ' just' | Start: 1202.58s | End: 1202.86s
Word: ' got' | Start: 1202.86s | End: 1203.00s
Word: ' to' | Start: 1203.00s | End: 1203.10s
Word: ' line' | Start: 1203.10s | End: 1203.28s
Word: ' up' | Start: 1203.28s | End: 1203.46s
Word: ' our' | Start: 1203.46s | End: 1203.60s
Word: ' notches' | Start: 1203.60s | End: 1204.16s
Word: ' ooh' | Start: 1204.16s | End: 1204.64s
Word: ' that' | Start: 1204.64s | End: 1207.16s
Word: ' is' | Start: 1207.16s | End: 1207.48s
Word: ' wait' | Start: 1207.48s | End: 1207.96s
Word: ' a' | Start: 1207.96s | End: 1208.10s
Word: ' second' | Start: 1208.10s | End: 1208.38s
Word: ' X299' | Start: 1209.10s | End: 1209.78s
Word: ' and' | Start: 1209.78s | End: 1210.16s
Word: ' 6000' | Start: 1210.16s | End: 1210.48s
Word: ' series' | Start: 1210.48s | End: 1211.08s
Word: ' Alex' | Start: 1211.08s | End: 1211.60s
Word: ' these' | Start: 1211.60s | End: 1211.82s
Word: ' are' | Start: 1211.82s | End: 1211.96s
Word: ' not' | Start: 1211.96s | End: 1212.08s
Word: ' compatible' | Start: 1212.08s | End: 1212.54s
Word: ' what' | Start: 1212.54s | End: 1213.44s
Word: ' I' | Start: 1213.44s | End: 1215.54s
Word: ' believe' | Start: 1215.54s | End: 1215.94s
Word: ' X299' | Start: 1215.94s | End: 1217.52s
Word: ' was' | Start: 1217.52s | End: 1219.02s
Word: ' a' | Start: 1219.02s | End: 1219.80s
Word: ' 7000' | Start: 1220.08s | End: 1220.74s
Word: ' series' | Start: 1220.74s | End: 1221.34s
Word: ' I' | Start: 1221.34s | End: 1222.42s
Word: ' don't' | Start: 1222.42s | End: 1223.14s
Word: ' know' | Start: 1223.14s | End: 1223.14s
Word: ' do' | Start: 1223.14s | End: 1223.42s
Word: ' I' | Start: 1223.42s | End: 1223.52s
Word: ' need' | Start: 1223.52s | End: 1223.62s
Word: ' to' | Start: 1223.62s | End: 1223.72s
Word: ' get' | Start: 1223.72s | End: 1223.84s
Word: ' an' | Start: 1223.84s | End: 1223.94s
Word: ' X' | Start: 1223.94s | End: 1224.24s
Word: ' on' | Start: 1224.24s | End: 1224.88s
Word: ' board' | Start: 1224.88s | End: 1225.54s
Word: ' crap' | Start: 1225.54s | End: 1226.52s
Word: ' no' | Start: 1226.52s | End: 1227.62s
Word: ' we' | Start: 1227.62s | End: 1227.78s
Word: ' should' | Start: 1227.78s | End: 1227.92s
Word: ' get' | Start: 1227.92s | End: 1228.04s
Word: ' a' | Start: 1228.04s | End: 1228.14s
Word: ' different' | Start: 1228.12s | End: 1228.36s
Word: ' CPU.' | Start: 1228.36s | End: 1229.68s
Word: ' Oh' | Start: 1229.68s | End: 1230.16s
Word: ' geez' | Start: 1230.16s | End: 1230.44s
Word: ' you're' | Start: 1230.44s | End: 1230.78s
Word: ' gonna' | Start: 1230.78s | End: 1230.86s
Word: ' really' | Start: 1230.86s | End: 1231.24s
Word: ' pop' | Start: 1231.24s | End: 1231.46s
Word: ' up' | Start: 1231.46s | End: 1231.60s
Word: ' the' | Start: 1231.60s | End: 1231.72s
Word: ' price' | Start: 1231.72s | End: 1231.96s
Word: ' then.' | Start: 1231.96s | End: 1232.32s
Word: ' Yeah.' | Start: 1232.32s | End: 1233.40s
Word: ' Oh' | Start: 1233.40s | End: 1234.12s
Word: ' no.' | Start: 1234.12s | End: 1235.22s
Word: ' How' | Start: 1235.32s | End: 1235.34s
Word: ' about' | Start: 1235.34s | End: 1235.52s
Word: ' the' | Start: 1235.52s | End: 1236.24s
Word: ' nice?' | Start: 1236.24s | End: 1237.38s
Word: ' Alright' | Start: 1237.38s | End: 1239.44s
Word: ' well' | Start: 1239.44s | End: 1239.76s
Word: ' I'll' | Start: 1239.76s | End: 1239.98s
Word: ' go' | Start: 1239.98s | End: 1240.14s
Word: ' and' | Start: 1240.14s | End: 1240.26s
Word: ' upgrade' | Start: 1240.26s | End: 1240.54s
Word: ' it' | Start: 1240.54s | End: 1240.68s
Word: ' for' | Start: 1240.68s | End: 1240.84s
Word: ' you.' | Start: 1240.84s | End: 1241.04s
Word: ' We're' | Start: 1241.04s | End: 1241.22s
Word: ' getting' | Start: 1241.22s | End: 1241.42s
Word: ' an' | Start: 1241.42s | End: 1241.60s
Word: ' even' | Start: 1241.68s | End: 1241.90s
Word: ' nicer' | Start: 1241.90s | End: 1242.28s
Word: ' CPU.' | Start: 1242.28s | End: 1243.10s
Word: ' I' | Start: 1243.10s | End: 1243.10s
Word: ' guess' | Start: 1243.10s | End: 1243.28s
Word: ' while' | Start: 1243.28s | End: 1243.52s
Word: ' Alex' | Start: 1243.52s | End: 1243.84s
Word: ' is' | Start: 1243.84s | End: 1244.08s
Word: ' finding' | Start: 1244.08s | End: 1244.42s
Word: ' something...' | Start: 1244.42s | End: 1245.68s
Word: ' Okay' | Start: 1245.68s | End: 1247.02s
Word: ' things' | Start: 1247.02s | End: 1247.34s
Word: ' are' | Start: 1247.34s | End: 1247.46s
Word: ' about' | Start: 1247.46s | End: 1247.66s
Word: ' to' | Start: 1247.76s | End: 1247.82s
Word: ' get' | Start: 1247.82s | End: 1247.96s
Word: ' a' | Start: 1247.96s | End: 1248.10s
Word: ' little' | Start: 1248.10s | End: 1248.26s
Word: ' spicy' | Start: 1248.26s | End: 1248.62s
Word: ' here.' | Start: 1248.62s | End: 1249.12s
Word: ' I' | Start: 1249.12s | End: 1249.40s
Word: ' guess' | Start: 1249.40s | End: 1249.58s
Word: ' while' | Start: 1249.58s | End: 1249.80s
Word: ' Alex' | Start: 1249.80s | End: 1250.08s
Word: ' is' | Start: 1250.08s | End: 1250.28s
Word: ' finding' | Start: 1250.28s | End: 1250.58s
Word: ' something' | Start: 1250.58s | End: 1251.12s
Word: ' Andrew' | Start: 1251.12s | End: 1251.88s
Word: ' and' | Start: 1251.88s | End: 1252.06s
Word: ' I' | Start: 1252.06s | End: 1252.22s
Word: ' are' | Start: 1252.32s | End: 1252.46s
Word: ' gonna' | Start: 1252.46s | End: 1252.60s
Word: ' head' | Start: 1252.60s | End: 1252.86s
Word: ' over' | Start: 1252.86s | End: 1253.24s
Word: ' and' | Start: 1253.24s | End: 1253.62s
Word: ' roll' | Start: 1253.62s | End: 1253.90s
Word: ' for' | Start: 1253.90s | End: 1254.22s
Word: ' our' | Start: 1254.22s | End: 1254.54s
Word: ' cooler.' | Start: 1254.54s | End: 1255.56s
Word: ' How' | Start: 1255.56s | End: 1256.14s
Word: ' many' | Start: 1256.14s | End: 1256.38s
Word: ' die' | Start: 1256.38s | End: 1256.70s
Word: ' sides' | Start: 1256.70s | End: 1257.02s
Word: ' do' | Start: 1257.02s | End: 1257.36s
Word: ' I' | Start: 1257.36s | End: 1257.50s
Word: ' need' | Start: 1257.50s | End: 1257.66s
Word: ' for' | Start: 1257.66s | End: 1257.90s
Word: ' that.' | Start: 1257.94s | End: 1258.48s
Word: ' Well' | Start: 1258.48s | End: 1258.70s
Word: ' first' | Start: 1258.70s | End: 1258.96s
Word: ' let's' | Start: 1258.96s | End: 1259.16s
Word: ' have' | Start: 1259.16s | End: 1259.30s
Word: ' a' | Start: 1259.30s | End: 1259.40s
Word: ' look' | Start: 1259.40s | End: 1259.54s
Word: ' at' | Start: 1259.54s | End: 1259.66s
Word: ' what' | Start: 1259.66s | End: 1259.80s
Word: ' our' | Start: 1259.80s | End: 1259.96s
Word: ' options' | Start: 1259.96s | End: 1260.34s
Word: ' are' | Start: 1260.34s | End: 1260.60s
Word: ' here.' | Start: 1260.60s | End: 1261.04s
Word: ' The' | Start: 1261.04s | End: 1261.76s
Word: ' Intel' | Start: 1261.76s | End: 1262.18s
Word: ' stock' | Start: 1262.40s | End: 1262.56s
Word: ' cooler' | Start: 1262.56s | End: 1263.02s
Word: ' is' | Start: 1263.02s | End: 1263.70s
Word: ' free,' | Start: 1263.70s | End: 1264.44s
Word: ' it' | Start: 1264.44s | End: 1264.78s
Word: ' has' | Start: 1264.78s | End: 1264.98s
Word: ' seven' | Start: 1264.98s | End: 1265.34s
Word: ' blades' | Start: 1265.34s | End: 1265.70s
Word: ' of' | Start: 1265.70s | End: 1265.92s
Word: ' insufficiency' | Start: 1265.92s | End: 1266.58s
Word: ' and' | Start: 1266.58s | End: 1266.82s
Word: ' a' | Start: 1266.82s | End: 1266.92s
Word: ' rated' | Start: 1266.92s | End: 1267.16s
Word: ' TDP' | Start: 1267.16s | End: 1267.72s
Word: ' of' | Start: 1267.72s | End: 1268.14s
Word: ' 50' | Start: 1268.14s | End: 1268.68s
Word: ' watts.' | Start: 1268.84s | End: 1270.12s
Word: ' Then' | Start: 1270.12s | End: 1271.62s
Word: ' at' | Start: 1271.62s | End: 1271.98s
Word: ' number' | Start: 1271.98s | End: 1272.24s
Word: ' two' | Start: 1272.24s | End: 1272.64s
Word: ' things' | Start: 1272.64s | End: 1273.12s
Word: ' get' | Start: 1273.12s | End: 1273.30s
Word: ' really' | Start: 1273.30s | End: 1273.54s
Word: ' interesting.' | Start: 1273.54s | End: 1274.68s
Word: ' These' | Start: 1274.68s | End: 1274.86s
Word: ' this' | Start: 1274.86s | End: 1275.26s
Word: ' Fanonic' | Start: 1276.20s | End: 1276.86s
Word: ' hex' | Start: 1276.86s | End: 1279.40s
Word: ' 2' | Start: 1279.40s | End: 1279.86s
Word: '.0' | Start: 1279.86s | End: 1280.38s
Word: ' CPU' | Start: 1280.38s | End: 1280.80s
Word: ' cooler' | Start: 1280.80s | End: 1281.44s
Word: ' has' | Start: 1281.44s | End: 1282.04s
Word: ' a' | Start: 1282.04s | End: 1282.26s
Word: ' six' | Start: 1282.26s | End: 1282.60s
Word: ' pin' | Start: 1282.60s | End: 1283.02s
Word: ' power' | Start: 1283.02s | End: 1283.84s
Word: ' connector' | Start: 1283.84s | End: 1284.36s
Word: ' on' | Start: 1284.36s | End: 1284.60s
Word: ' the' | Start: 1284.60s | End: 1284.74s
Word: ' side' | Start: 1284.74s | End: 1284.98s
Word: ' of' | Start: 1284.98s | End: 1285.18s
Word: ' it.' | Start: 1285.18s | End: 1285.84s
Word: ' Why,' | Start: 1286.22s | End: 1287.22s
Word: ' you' | Start: 1287.22s | End: 1287.34s
Word: ' might' | Start: 1287.34s | End: 1287.56s
Word: ' ask?' | Start: 1287.56s | End: 1288.12s
Word: ' Because' | Start: 1288.44s | End: 1288.68s
Word: ' it' | Start: 1288.68s | End: 1289.04s
Word: ' actually' | Start: 1289.04s | End: 1289.54s
Word: ' has' | Start: 1289.54s | End: 1289.98s
Word: ' an' | Start: 1289.98s | End: 1290.30s
Word: ' integrated' | Start: 1290.30s | End: 1290.96s
Word: ' thermoelectric' | Start: 1290.96s | End: 1292.46s
Word: ' cooling' | Start: 1292.46s | End: 1293.16s
Word: ' element' | Start: 1293.16s | End: 1293.78s
