Word: ' bar' | Start: 0.04s | End: 0.34s
Word: ' why' | Start: 3833.46s | End: 3833.70s
Word: ' don't' | Start: 3833.70s | End: 3833.76s
Word: ' you' | Start: 3833.76s | End: 3833.84s
Word: ' hit' | Start: 3833.84s | End: 3833.92s
Word: ' me' | Start: 3833.92s | End: 3834.02s
Word: ' with' | Start: 3834.02s | End: 3834.12s
Word: ' a' | Start: 3834.12s | End: 3834.18s
Word: ' merch' | Start: 3834.18s | End: 3834.32s
Word: ' message.' | Start: 3834.32s | End: 3834.80s
Word: ' Buying' | Start: 3834.80s | End: 3834.98s
Word: ' my' | Start: 3834.98s | End: 3835.14s
Word: ' first' | Start: 3835.14s | End: 3835.34s
Word: ' ldt' | Start: 3835.34s | End: 3835.70s
Word: ' product.' | Start: 3835.70s | End: 3836.44s
Word: ' I' | Start: 3836.70s | End: 3836.80s
Word: ' really' | Start: 3836.80s | End: 3837.12s
Word: ' hope' | Start: 3837.12s | End: 3837.32s
Word: ' the' | Start: 3837.32s | End: 3837.46s
Word: ' quality' | Start: 3837.46s | End: 3837.74s
Word: ' matches' | Start: 3837.74s | End: 3838.08s
Word: ' the' | Start: 3838.08s | End: 3838.34s
Word: ' expectations.' | Start: 3838.34s | End: 3839.76s
Word: ' Also' | Start: 3839.76s | End: 3840.04s
Word: ' question,' | Start: 3840.04s | End: 3840.54s
Word: ' in' | Start: 3840.54s | End: 3840.76s
Word: ' the' | Start: 3840.76s | End: 3840.92s
Word: ' scribe' | Start: 3840.92s | End: 3841.38s
Word: ' driver' | Start: 3841.38s | End: 3841.76s
Word: ' negative' | Start: 3841.76s | End: 3842.34s
Word: ' reviews' | Start: 3842.50s | End: 3842.90s
Word: ' I' | Start: 3842.90s | End: 3843.30s
Word: ' heard' | Start: 3843.30s | End: 3843.58s
Word: ' some' | Start: 3843.58s | End: 3843.84s
Word: ' people' | Start: 3843.84s | End: 3844.20s
Word: ' complaining' | Start: 3844.20s | End: 3844.66s
Word: ' about' | Start: 3844.66s | End: 3844.88s
Word: ' the' | Start: 3844.88s | End: 3845.38s
Word: ' clicking' | Start: 3845.38s | End: 3845.76s
Word: ' sound.' | Start: 3845.76s | End: 3846.40s
Word: ' Is' | Start: 3846.40s | End: 3846.46s
Word: ' it' | Start: 3846.46s | End: 3846.58s
Word: ' still' | Start: 3846.58s | End: 3846.76s
Word: ' an' | Start: 3846.76s | End: 3846.92s
Word: ' issue?' | Start: 3846.92s | End: 3847.78s
Word: ' Still' | Start: 3847.78s | End: 3848.30s
Word: ' an' | Start: 3848.30s | End: 3848.52s
Word: ' issue?' | Start: 3848.60s | End: 3849.02s
Word: ' Clicking' | Start: 3849.02s | End: 3849.40s
Word: ' sound' | Start: 3849.40s | End: 3849.68s
Word: ' on' | Start: 3849.68s | End: 3849.92s
Word: ' the' | Start: 3849.92s | End: 3850.04s
Word: ' scribe' | Start: 3850.04s | End: 3850.26s
Word: ' driver?' | Start: 3850.26s | End: 3850.54s
Word: ' I' | Start: 3850.54s | End: 3850.84s
Word: ' don't' | Start: 3850.84s | End: 3850.96s
Word: ' think' | Start: 3850.96s | End: 3851.10s
Word: ' I' | Start: 3851.10s | End: 3851.20s
Word: ' have' | Start: 3851.20s | End: 3851.32s
Word: ' a' | Start: 3851.32s | End: 3851.40s
Word: ' scribe' | Start: 3851.40s | End: 3851.66s
Word: ' driver' | Start: 3851.66s | End: 3851.90s
Word: ' on' | Start: 3851.90s | End: 3852.08s
Word: ' me.' | Start: 3852.08s | End: 3852.50s
Word: ' Does' | Start: 3852.50s | End: 3852.78s
Word: ' anybody' | Start: 3852.78s | End: 3853.02s
Word: ' have' | Start: 3853.12s | End: 3853.34s
Word: ' a' | Start: 3853.34s | End: 3853.46s
Word: ' scribe' | Start: 3853.46s | End: 3853.70s
Word: ' driver' | Start: 3853.70s | End: 3853.90s
Word: ' around?' | Start: 3853.90s | End: 3854.32s
Word: ' I' | Start: 3854.32s | End: 3854.50s
Word: ' don't' | Start: 3854.50s | End: 3854.74s
Word: ' have' | Start: 3854.74s | End: 3854.92s
Word: ' one.' | Start: 3854.92s | End: 3855.24s
Word: ' Mine' | Start: 3855.24s | End: 3856.36s
Word: ' is' | Start: 3856.36s | End: 3856.78s
Word: ' it.' | Start: 3856.78s | End: 3857.06s
Word: ' My' | Start: 3857.06s | End: 3857.18s
Word: ' desk.' | Start: 3857.18s | End: 3857.76s
Word: ' There's' | Start: 3857.76s | End: 3858.20s
Word: ' one' | Start: 3858.20s | End: 3858.30s
Word: ' on' | Start: 3858.30s | End: 3858.40s
Word: ' your' | Start: 3858.40s | End: 3858.50s
Word: ' desk.' | Start: 3858.50s | End: 3858.70s
Word: ' That's' | Start: 3858.90s | End: 3859.24s
Word: ' not' | Start: 3859.24s | End: 3859.46s
Word: ' gonna' | Start: 3859.46s | End: 3859.62s
Word: ' help' | Start: 3859.62s | End: 3859.80s
Word: ' us' | Start: 3859.80s | End: 3860.00s
Word: ' much.' | Start: 3860.00s | End: 3860.28s
Word: ' It's' | Start: 3860.28s | End: 3860.30s
Word: ' kind' | Start: 3860.30s | End: 3860.40s
Word: ' of' | Start: 3860.40s | End: 3860.48s
Word: ' far.' | Start: 3860.48s | End: 3861.30s
Word: ' See' | Start: 3861.30s | End: 3862.54s
Word: ' you' | Start: 3862.54s | End: 3862.70s
Word: ' in' | Start: 3862.70s | End: 3862.90s
Word: ' 20' | Start: 3862.90s | End: 3863.38s
Word: ' minutes.' | Start: 3863.38s | End: 3864.06s
Word: ' Do' | Start: 3864.06s | End: 3864.34s
Word: ' I' | Start: 3864.34s | End: 3864.46s
Word: ' have' | Start: 3864.46s | End: 3864.70s
Word: ' a...' | Start: 3864.70s | End: 3865.46s
Word: ' Where's' | Start: 3866.14s | End: 3866.36s
Word: ' the' | Start: 3866.36s | End: 3866.56s
Word: ' little...' | Start: 3866.56s | End: 3867.06s
Word: ' I' | Start: 3867.06s | End: 3867.30s
Word: ' thought' | Start: 3867.30s | End: 3867.48s
Word: ' the' | Start: 3867.48s | End: 3867.62s
Word: ' scribe' | Start: 3867.62s | End: 3867.86s
Word: ' driver' | Start: 3867.86s | End: 3867.94s
Word: ' was' | Start: 3867.94s | End: 3868.14s
Word: ' supposed' | Start: 3868.14s | End: 3868.32s
Word: ' to' | Start: 3868.32s | End: 3868.52s
Word: ' click.' | Start: 3868.52s | End: 3869.14s
Word: ' Yeah,' | Start: 3869.14s | End: 3870.42s
Word: ' no,' | Start: 3870.42s | End: 3870.62s
Word: ' it' | Start: 3870.62s | End: 3870.74s
Word: ' definitely' | Start: 3870.74s | End: 3871.38s
Word: ' is' | Start: 3871.38s | End: 3871.78s
Word: ' supposed' | Start: 3871.88s | End: 3872.10s
Word: ' to,' | Start: 3872.10s | End: 3872.52s
Word: ' you' | Start: 3872.52s | End: 3872.74s
Word: ' know,' | Start: 3872.74s | End: 3872.96s
Word: ' make' | Start: 3872.96s | End: 3873.16s
Word: ' a' | Start: 3873.16s | End: 3873.36s
Word: ' satisfying' | Start: 3873.36s | End: 3874.02s
Word: ' noise.' | Start: 3874.02s | End: 3874.74s
Word: ' Let' | Start: 3874.74s | End: 3875.12s
Word: ' me' | Start: 3875.12s | End: 3875.20s
Word: ' see' | Start: 3875.20s | End: 3875.34s
Word: ' if' | Start: 3875.34s | End: 3875.48s
Word: ' I' | Start: 3875.48s | End: 3875.56s
Word: ' can' | Start: 3875.56s | End: 3875.70s
Word: ' just' | Start: 3875.70s | End: 3875.86s
Word: ' steal' | Start: 3875.86s | End: 3876.18s
Word: ' one' | Start: 3876.18s | End: 3876.38s
Word: ' from' | Start: 3876.38s | End: 3876.54s
Word: ' someone's' | Start: 3876.54s | End: 3876.90s
Word: ' desk.' | Start: 3876.94s | End: 3877.30s
Word: ' I'll' | Start: 3877.30s | End: 3877.62s
Word: ' be' | Start: 3877.62s | End: 3877.72s
Word: ' back.' | Start: 3877.72s | End: 3878.24s
Word: ' David' | Start: 3878.24s | End: 3878.54s
Word: ' will' | Start: 3878.54s | End: 3878.78s
Word: ' host' | Start: 3878.78s | End: 3879.02s
Word: ' for' | Start: 3879.08s | End: 3879.16s
Word: ' now.' | Start: 3879.16s | End: 3879.60s
Word: ' Does' | Start: 3881.88s | End: 3882.88s
Word: ' anyone' | Start: 3882.88s | End: 3883.06s
Word: ' have' | Start: 3883.16s | End: 3883.22s
Word: ' a' | Start: 3883.22s | End: 3883.34s
Word: ' scribe' | Start: 3883.34s | End: 3883.62s
Word: ' driver?' | Start: 3883.62s | End: 3884.12s
Word: ' The' | Start: 3884.12s | End: 3884.32s
Word: ' configuration' | Start: 3884.32s | End: 3884.60s
Word: ' is' | Start: 3884.60s | End: 3884.88s
Word: ' very' | Start: 3885.00s | End: 3885.06s
Word: ' challenging,' | Start: 3885.06s | End: 3885.60s
Word: ' so' | Start: 3885.60s | End: 3885.62s
Word: ' the' | Start: 3885.62s | End: 3885.70s
Word: ' memory' | Start: 3885.70s | End: 3885.92s
Word: ' training' | Start: 3885.92s | End: 3886.20s
Word: ' takes' | Start: 3886.20s | End: 3886.30s
Word: ' a' | Start: 3886.30s | End: 3886.52s
Word: ' very' | Start: 3886.52s | End: 3886.74s
Word: ' long' | Start: 3886.90s | End: 3887.42s
Word: ' time.' | Start: 3887.42s | End: 3888.02s
Word: ' It's' | Start: 3888.02s | End: 3888.60s
Word: ' going' | Start: 3888.60s | End: 3888.68s
Word: ' to' | Start: 3888.68s | End: 3888.76s
Word: ' take' | Start: 3888.76s | End: 3888.90s
Word: ' a' | Start: 3888.90s | End: 3888.98s
Word: ' while' | Start: 3889.14s | End: 3889.14s
Word: ' to' | Start: 3889.14s | End: 3889.28s
Word: ' train' | Start: 3889.28s | End: 3889.54s
Word: ' anyway.' | Start: 3889.54s | End: 3890.48s
Word: ' Yeah.' | Start: 3890.48s | End: 3890.88s
Word: ' But' | Start: 3892.40s | End: 3892.56s
Word: ' this' | Start: 3892.56s | End: 3892.72s
Word: ' capacity' | Start: 3892.72s | End: 3893.02s
Word: ' is' | Start: 3893.02s | End: 3893.38s
Word: ' very,' | Start: 3893.38s | End: 3894.16s
Word: ' very' | Start: 3894.16s | End: 3894.30s
Word: ' high.' | Start: 3894.30s | End: 3894.56s
Word: ' When' | Start: 3894.56s | End: 3894.64s
Word: ' I' | Start: 3894.64s | End: 3894.70s
Word: ' was' | Start: 3894.70s | End: 3894.80s
Word: ' testing' | Start: 3894.80s | End: 3895.04s
Word: ' it' | Start: 3895.06s | End: 3895.14s
Word: ' before,' | Start: 3895.14s | End: 3895.58s
Word: ' we' | Start: 3895.58s | End: 3895.78s
Word: ' got' | Start: 3895.78s | End: 3895.90s
Word: ' 128' | Start: 3895.90s | End: 3896.42s
Word: ' gigs' | Start: 3896.42s | End: 3896.76s
Word: ' working.' | Start: 3896.76s | End: 3897.36s
Word: ' We' | Start: 3897.74s | End: 3898.34s
Word: ' did' | Start: 3898.34s | End: 3898.44s
Word: ' not' | Start: 3898.44s | End: 3898.54s
Word: ' succeed' | Start: 3898.54s | End: 3898.80s
Word: ' at' | Start: 3898.80s | End: 3898.92s
Word: ' getting' | Start: 3898.92s | End: 3899.04s
Word: ' 256.' | Start: 3899.14s | End: 3899.90s
Word: ' Well,' | Start: 3899.90s | End: 3900.36s
Word: ' I've' | Start: 3900.36s | End: 3900.44s
Word: ' done' | Start: 3900.44s | End: 3900.64s
Word: ' streams' | Start: 3900.98s | End: 3901.76s
Word: ' with' | Start: 3901.76s | End: 3902.00s
Word: ' Linus' | Start: 3902.00s | End: 3902.22s
Word: ' before,' | Start: 3902.22s | End: 3902.52s
Word: ' and' | Start: 3902.52s | End: 3902.60s
Word: ' he's' | Start: 3902.60s | End: 3902.72s
Word: ' freaking' | Start: 3902.72s | End: 3903.02s
Word: ' out' | Start: 3903.12s | End: 3903.30s
Word: ' because' | Start: 3903.30s | End: 3903.56s
Word: ' he' | Start: 3903.56s | End: 3903.72s
Word: ' thinks' | Start: 3903.72s | End: 3903.88s
Word: ' the' | Start: 3903.88s | End: 3904.04s
Word: ' computer's' | Start: 3904.04s | End: 3904.46s
Word: ' broken.' | Start: 3904.46s | End: 3904.88s
Word: ' and' | Start: 3904.80s | End: 3905.36s
Word: ' it's' | Start: 3905.36s | End: 3905.56s
Word: ' just' | Start: 3905.56s | End: 3905.66s
Word: ' taking' | Start: 3905.66s | End: 3905.92s
Word: ' a' | Start: 3905.92s | End: 3906.08s
Word: ' long' | Start: 3906.08s | End: 3906.26s
Word: ' time' | Start: 3906.26s | End: 3906.44s
Word: ' to' | Start: 3906.44s | End: 3906.60s
Word: ' train' | Start: 3906.60s | End: 3906.88s
Word: ' for' | Start: 3906.88s | End: 3907.02s
Word: ' the' | Start: 3907.02s | End: 3907.14s
Word: ' first' | Start: 3907.14s | End: 3907.32s
Word: ' time.' | Start: 3907.32s | End: 3907.68s
Word: ' So' | Start: 3908.02s | End: 3908.10s
Word: ' just' | Start: 3908.10s | End: 3908.32s
Word: ' give' | Start: 3908.32s | End: 3908.50s
Word: ' it' | Start: 3908.50s | End: 3908.60s
Word: ' extra,' | Start: 3908.60s | End: 3909.12s
Word: ' extra' | Start: 3909.12s | End: 3909.32s
Word: ' time.' | Start: 3909.32s | End: 3909.82s
Word: ' Yeah.' | Start: 3911.04s | End: 3911.42s
Word: ' Even' | Start: 3911.54s | End: 3911.58s
Word: ' when' | Start: 3911.58s | End: 3911.76s
Word: ' I' | Start: 3911.76s | End: 3911.88s
Word: ' did' | Start: 3911.88s | End: 3912.24s
Word: ' it' | Start: 3912.24s | End: 3912.32s
Word: ' with,' | Start: 3912.32s | End: 3912.68s
Word: ' or' | Start: 3912.68s | End: 3913.02s
Word: ' the' | Start: 3913.02s | End: 3913.62s
Word: ' person' | Start: 3913.62s | End: 3913.86s
Word: ' doing' | Start: 3913.86s | End: 3914.04s
Word: ' it' | Start: 3914.04s | End: 3914.14s
Word: ' did' | Start: 3914.14s | End: 3914.24s
Word: ' it' | Start: 3914.24s | End: 3914.32s
Word: ' with' | Start: 3914.32s | End: 3914.44s
Word: ' one' | Start: 3914.44s | End: 3914.64s
Word: ' stick,' | Start: 3914.64s | End: 3914.88s
Word: ' it' | Start: 3915.06s | End: 3915.22s
Word: ' took' | Start: 3915.22s | End: 3915.70s
Word: ' three,' | Start: 3915.70s | End: 3916.12s
Word: ' four' | Start: 3916.12s | End: 3916.22s
Word: ' minutes.' | Start: 3916.22s | End: 3916.74s
Word: ' That's' | Start: 3917.24s | End: 3917.56s
Word: ' a...' | Start: 3917.56s | End: 3918.10s
Word: ' I'm' | Start: 3918.96s | End: 3919.16s
Word: ' here' | Start: 3919.16s | End: 3919.24s
Word: ' to' | Start: 3919.24s | End: 3919.32s
Word: ' entertain.' | Start: 3919.32s | End: 3919.92s
Word: ' Where' | Start: 3920.10s | End: 3920.58s
Word: ' did' | Start: 3920.58s | End: 3920.70s
Word: ' that' | Start: 3920.70s | End: 3920.76s
Word: ' go?' | Start: 3920.76s | End: 3921.06s
Word: ' Oh,' | Start: 3921.08s | End: 3921.30s
Word: ' it's' | Start: 3921.30s | End: 3921.34s
Word: ' straight' | Start: 3921.34s | End: 3921.44s
Word: ' up' | Start: 3921.44s | End: 3921.52s
Word: ' there.' | Start: 3921.52s | End: 3921.58s
Word: ' Hi' | Start: 3921.58s | End: 3921.72s
Word: ' there.' | Start: 3921.72s | End: 3922.10s
Word: ' Business' | Start: 3922.60s | End: 3922.94s
Word: ' team' | Start: 3922.94s | End: 3923.20s
Word: ' will' | Start: 3923.20s | End: 3923.36s
Word: ' almost' | Start: 3923.36s | End: 3923.60s
Word: ' certainly' | Start: 3923.60s | End: 3923.88s
Word: ' have' | Start: 3923.88s | End: 3924.12s
Word: ' one.' | Start: 3924.12s | End: 3924.40s
Word: ' I' | Start: 3924.40s | End: 3924.46s
Word: ' sure' | Start: 3924.46s | End: 3924.62s
Word: ' hope' | Start: 3924.62s | End: 3924.82s
Word: ' so.' | Start: 3924.82s | End: 3925.80s
Word: ' It' | Start: 3926.20s | End: 3926.40s
Word: ' looks' | Start: 3926.40s | End: 3926.58s
Word: ' like' | Start: 3926.58s | End: 3926.78s
Word: ' I've' | Start: 3926.78s | End: 3926.96s
Word: ' got' | Start: 3926.96s | End: 3927.12s
Word: ' Windows' | Start: 3927.12s | End: 3927.40s
Word: ' on' | Start: 3927.40s | End: 3927.60s
Word: ' the' | Start: 3927.60s | End: 3927.66s
Word: ' other' | Start: 3927.66s | End: 3927.80s
Word: ' one,' | Start: 3927.80s | End: 3928.06s
Word: ' so' | Start: 3928.06s | End: 3928.16s
Word: ' that's' | Start: 3928.16s | End: 3928.40s
Word: ' working.' | Start: 3928.40s | End: 3928.90s
Word: ' Okay,' | Start: 3929.06s | End: 3929.30s
Word: ' fantastic.' | Start: 3929.30s | End: 3929.90s
Word: ' That' | Start: 3930.16s | End: 3930.38s
Word: ' is' | Start: 3930.38s | End: 3930.52s
Word: ' our' | Start: 3930.52s | End: 3930.62s
Word: ' old' | Start: 3930.62s | End: 3930.86s
Word: ' system.' | Start: 3930.86s | End: 3931.96s
Word: ' It's' | Start: 3933.42s | End: 3933.88s
Word: ' funny.' | Start: 3933.88s | End: 3934.30s
Word: ' We' | Start: 3934.48s | End: 3934.62s
Word: ' were' | Start: 3934.62s | End: 3934.84s
Word: ' originally' | Start: 3934.84s | End: 3935.20s
Word: ' gonna' | Start: 3935.20s | End: 3935.34s
Word: ' do' | Start: 3935.34s | End: 3935.46s
Word: ' the' | Start: 3935.46s | End: 3935.60s
Word: ' thumbnail' | Start: 3935.60s | End: 3935.92s
Word: ' where' | Start: 3935.92s | End: 3936.46s
Word: ' we' | Start: 3936.46s | End: 3936.54s
Word: ' put' | Start: 3936.54s | End: 3936.68s
Word: ' the' | Start: 3936.68s | End: 3936.78s
Word: ' two' | Start: 3936.78s | End: 3937.08s
Word: ' computers' | Start: 3937.08s | End: 3937.40s
Word: ' side' | Start: 3937.40s | End: 3937.56s
Word: ' by' | Start: 3937.56s | End: 3937.64s
Word: ' side,' | Start: 3937.64s | End: 3937.92s
Word: ' but' | Start: 3937.92s | End: 3938.06s
Word: ' they're' | Start: 3938.06s | End: 3938.24s
Word: ' gonna' | Start: 3938.24s | End: 3938.34s
Word: ' look' | Start: 3938.34s | End: 3938.64s
Word: ' so' | Start: 3938.64s | End: 3939.04s
Word: ' Similar' | Start: 3939.46s | End: 3939.74s
Word: ' it's' | Start: 3939.74s | End: 3939.98s
Word: ' the' | Start: 3939.98s | End: 3940.08s
Word: ' same' | Start: 3940.08s | End: 3940.22s
Word: ' case' | Start: 3940.22s | End: 3940.42s
Word: ' same' | Start: 3940.42s | End: 3940.64s
Word: ' cooler.' | Start: 3940.64s | End: 3941.12s
Word: ' So' | Start: 3941.12s | End: 3941.54s
Word: ' just' | Start: 3941.54s | End: 3941.80s
Word: ' the' | Start: 3941.80s | End: 3941.96s
Word: ' GP' | Start: 3941.96s | End: 3942.20s
Word: ' would' | Start: 3942.20s | End: 3942.40s
Word: ' be' | Start: 3942.40s | End: 3942.50s
Word: ' different' | Start: 3942.50s | End: 3942.76s
Word: ' and' | Start: 3942.76s | End: 3942.90s
Word: ' then' | Start: 3942.90s | End: 3943.02s
Word: ' a' | Start: 3943.02s | End: 3943.16s
Word: ' thumbnail' | Start: 3943.16s | End: 3943.50s
Word: ' That' | Start: 3944.96s | End: 3945.18s
Word: ' would' | Start: 3945.18s | End: 3945.34s
Word: ' really' | Start: 3945.34s | End: 3946.32s
Word: ' be' | Start: 3946.32s | End: 3946.48s
Word: ' unimpressive' | Start: 3946.48s | End: 3946.94s
Word: ' That's' | Start: 3948.80s | End: 3949.38s
Word: ' not' | Start: 3949.38s | End: 3949.48s
Word: ' what' | Start: 3949.48s | End: 3949.60s
Word: ' we' | Start: 3949.60s | End: 3949.68s
Word: ' go' | Start: 3949.68s | End: 3949.80s
Word: ' for' | Start: 3949.80s | End: 3950.02s
Word: ' we' | Start: 3950.02s | End: 3950.20s
Word: ' go' | Start: 3950.20s | End: 3950.34s
Word: ' for' | Start: 3950.34s | End: 3950.60s
Word: ' blowing' | Start: 3950.60s | End: 3951.20s
Word: ' you' | Start: 3951.20s | End: 3951.40s
Word: ' away.' | Start: 3951.40s | End: 3951.86s
Word: ' You' | Start: 3951.86s | End: 3951.88s
Word: ' know' | Start: 3951.88s | End: 3951.96s
Word: ' what' | Start: 3951.96s | End: 3952.06s
Word: ' I'm' | Start: 3952.06s | End: 3952.14s
Word: ' saying?' | Start: 3952.14s | End: 3952.48s
Word: ' Oh' | Start: 3952.48s | End: 3954.54s
Word: ' That' | Start: 3954.82s | End: 3954.98s
Word: ' one' | Start: 3954.98s | End: 3955.20s
Word: ' wasn't' | Start: 3955.20s | End: 3955.96s
Word: ' that' | Start: 3955.96s | End: 3956.08s
Word: ' click' | Start: 3956.08s | End: 3956.30s
Word: ' so' | Start: 3956.30s | End: 3956.58s
Word: ' it's' | Start: 3956.58s | End: 3956.68s
Word: ' like' | Start: 3956.68s | End: 3956.78s
Word: ' it's' | Start: 3956.78s | End: 3956.94s
Word: ' a' | Start: 3956.94s | End: 3957.00s
Word: ' bolt' | Start: 3957.00s | End: 3957.22s
Word: '-action' | Start: 3957.22s | End: 3957.50s
Word: ' pen' | Start: 3957.50s | End: 3957.78s
Word: ' So' | Start: 3958.72s | End: 3958.96s
Word: ' there's' | Start: 3958.96s | End: 3959.80s
Word: ' not' | Start: 3959.80s | End: 3959.90s
Word: ' really' | Start: 3959.90s | End: 3960.14s
Word: ' a' | Start: 3960.14s | End: 3960.26s
Word: ' click' | Start: 3960.26s | End: 3960.44s
Word: ' when' | Start: 3960.44s | End: 3960.64s
Word: ' you' | Start: 3960.64s | End: 3960.78s
Word: ' slide' | Start: 3960.78s | End: 3961.10s
Word: ' it' | Start: 3961.10s | End: 3961.24s
Word: ' into' | Start: 3961.24s | End: 3961.42s
Word: ' place' | Start: 3961.42s | End: 3961.74s
Word: ' but' | Start: 3964.14s | End: 3965.96s
Word: ' there's' | Start: 3965.96s | End: 3966.16s
Word: ' a' | Start: 3966.16s | End: 3966.20s
Word: ' bit' | Start: 3966.20s | End: 3966.28s
Word: ' of' | Start: 3966.28s | End: 3966.36s
Word: ' a' | Start: 3966.36s | End: 3966.46s
Word: ' snap' | Start: 3966.46s | End: 3966.72s
Word: ' from' | Start: 3966.72s | End: 3966.98s
Word: ' the' | Start: 3966.98s | End: 3967.10s
Word: ' spring' | Start: 3967.10s | End: 3967.38s
Word: ' when' | Start: 3967.38s | End: 3968.20s
Word: ' you' | Start: 3968.20s | End: 3968.32s
Word: ' rock' | Start: 3968.32s | End: 3968.52s
Word: ' it' | Start: 3968.52s | End: 3968.62s
Word: ' back' | Start: 3968.62s | End: 3968.88s
Word: ' so' | Start: 3968.88s | End: 3969.38s
Word: ' that' | Start: 3969.38s | End: 3970.44s
Word: ' yep' | Start: 3970.44s | End: 3970.70s
Word: ' that's' | Start: 3970.70s | End: 3971.12s
Word: ' that's' | Start: 3971.12s | End: 3972.06s
Word: ' how' | Start: 3972.06s | End: 3972.16s
Word: ' it's' | Start: 3972.22s | End: 3972.30s
Word: ' supposed' | Start: 3972.30s | End: 3972.42s
Word: ' to' | Start: 3972.42s | End: 3972.56s
Word: ' work' | Start: 3972.56s | End: 3972.74s
Word: ' uh' | Start: 3972.74s | End: 3973.58s
Word: ' oh' | Start: 3973.58s | End: 3974.34s
Word: ' who's' | Start: 3974.34s | End: 3974.86s
Word: ' destiny' | Start: 3974.86s | End: 3975.10s
Word: ' i' | Start: 3975.10s | End: 3975.22s
